faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
1,16,147,0.63341,3660.5,4590.2,8.6098,27.062,42.358,2746.2,76.761,120.37,0.28989,79.078,48.677,2677.1,22.813,49.588,3136.6,23.372,69.196,310.8,346.5,94.503,76.828,32.231,8.9546,27.506,7.1635,17.668,1.6383,33.158,13.595,25.972,1.1915,17.082,2.2378,4.7067,2.1553,0.015994,0.68066,0.10524,53.557,44.409,63.478,56.203,62.599,56.958,24.513,34.518,34.208,45.581,70.179,41.232,17.01
11,40,487,0.3015,3717.9,4469.6,9.3559,26.678,42.696,2694.1,74.832,120.43,0.35044,80.015,49.839,2621.6,27.673,51.876,3094.0,22.469,65.072,214.64,339.11,94.455,76.952,31.781,8.7128,25.78,7.0075,18.623,1.6909,32.203,13.898,23.811,1.2145,19.459,2.2781,4.8221,2.3185,0.016568,0.87888,0.11112,53.377,43.611,62.288,52.893,29.663,61.573,21.339,41.943,37.626,50.875,44.068,36.808,19.324
16,56,362,0.29428,3705.1,4569.6,9.3357,26.922,42.398,2700.8,75.142,120.41,0.32779,80.212,50.596,2629.3,24.223,51.461,3099.5,22.986,65.379,221.71,338.92,94.519,77.504,32.129,9.0354,26.279,6.7497,19.101,1.6739,32.743,13.901,23.989,1.3534,18.467,2.2515,4.847,2.3272,0.019166,0.85003,0.093818,53.739,43.696,64.104,53.823,28.464,60.471,21.692,39.499,39.853,49.914,48.472,41.536,18.082
17,5,320,0.24302,3659.6,4464.6,9.3843,26.952,42.32,2697.6,74.783,120.44,0.3416,80.277,48.074,2626.3,25.159,49.598,3093.0,23.542,66.594,248.86,342.52,91.047,77.28,32.266,8.8579,25.513,6.9375,18.584,1.6341,33.194,14.043,23.994,1.2523,18.612,2.2289,4.8784,2.2817,0.031491,0.85174,0.10676,53.906,43.481,62.736,53.316,24.132,62.938,22.34,40.655,32.432,45.603,52.363,43.26,16.713
10,9,453,0.2323,3718.3,4599.4,9.4765,26.961,42.339,2722.2,75.675,120.44,0.32049,79.598,48.313,2651.4,25.682,48.949,3118.3,23.568,65.544,217.87,342.92,94.287,77.253,32.474,8.8775,27.007,6.8889,18.223,1.6044,33.526,13.563,24.445,1.177,17.896,2.2289,4.6906,2.2862,-0.0016469,0.81401,0.10008,53.882,44.251,63.775,55.294,23.185,60.789,22.874,37.424,33.135,44.101,44.505,42.086,16.634
11,53,288,0.27082,3660.2,4441.5,9.5897,26.812,42.823,2703.0,73.985,120.31,0.36094,80.286,50.978,2631.4,23.891,48.233,3099.1,23.715,66.222,236.29,342.76,94.536,77.358,31.936,8.9054,26.201,6.8693,19.463,1.6484,33.075,13.865,23.745,1.1433,19.514,2.2629,4.9492,2.3923,0.030088,0.83422,0.095621,54.31,44.251,62.643,53.478,26.382,60.902,22.14,42.641,40.978,42.444,49.443,37.594,16.183
8,34,167,0.48549,3648.7,4430.1,8.969,27.011,42.394,2697.7,76.714,120.37,0.25671,78.893,50.623,2626.4,24.559,50.248,3083.5,23.293,66.373,271.45,346.31,94.688,76.158,32.874,8.6871,26.184,6.8965,18.696,1.6361,33.365,13.548,23.869,1.3836,18.629,2.195,4.6992,2.169,0.030788,0.93584,0.10678,53.512,43.121,62.909,53.311,47.29,57.079,23.994,29.8,39.933,47.108,56.775,40.99,17.965
6,25,4,0.25105,3669.5,4513.3,9.414,27.19,42.175,2705.5,74.493,120.39,0.33493,80.053,51.053,2633.6,24.599,50.51,3101.7,22.706,65.723,229.68,341.61,94.68,77.061,31.939,8.8651,25.811,7.0706,18.54,1.6901,32.72,13.938,24.005,1.4887,18.339,2.2569,4.7472,2.3094,0.017866,0.8357,0.098577,53.724,43.828,62.958,53.931,24.6,61.213,22.51,40.33,41.2,47.715,47.499,40.864,18.708
11,39,188,0.29971,3679.2,4563.4,9.3583,27.232,42.463,2719.6,74.557,120.43,0.30991,80.011,50.797,2648.1,26.297,49.955,3119.0,23.203,65.082,221.25,340.34,94.42,77.582,31.969,8.8604,26.507,6.8287,18.654,1.6496,32.308,13.657,24.166,1.2206,18.309,2.2607,4.9052,2.2771,-0.00099219,0.86892,0.090335,54.056,44.954,63.64,54.336,29.789,61.782,22.21,36.871,40.446,46.43,43.83,43.517,17.56
20,3,205,0.26701,3676.3,4490.0,9.3426,27.052,42.327,2711.3,74.854,120.41,0.32039,79.862,50.71,2640.2,25.512,49.158,3107.9,23.282,65.913,230.4,343.98,94.639,77.181,32.479,8.6797,26.626,6.7813,18.08,1.6125,33.275,13.915,24.194,1.3855,17.999,2.2781,4.9581,2.3301,0.0088691,0.81987,0.10066,52.895,44.054,62.971,53.204,25.896,61.695,22.889,38.114,40.19,44.584,47.562,41.46,17.39
15,43,142,0.28456,3642.6,4504.6,9.3924,26.992,41.994,2705.6,75.628,120.41,0.33611,80.074,51.374,2633.0,24.264,49.248,3105.4,23.016,65.706,231.22,339.09,94.749,76.959,31.334,9.0208,26.483,7.0204,18.732,1.6374,32.292,13.968,24.469,1.2672,19.094,2.2675,4.8851,2.4122,0.021943,0.86465,0.10449,53.479,44.068,62.979,53.813,28.371,60.544,21.53,39.619,42.143,44.794,47.801,40.726,18.058
19,44,136,0.26098,3602.7,4556.8,9.2585,26.718,41.791,2708.2,74.341,120.42,0.34767,80.242,48.62,2637.6,26.178,50.448,3102.5,23.332,65.954,236.21,341.01,94.632,77.616,32.483,8.9827,26.413,6.8421,19.167,1.6933,33.262,13.915,24.172,1.2835,18.296,2.2259,4.6639,2.2674,0.022281,0.8521,0.11029,53.349,42.95,62.337,54.124,25.838,63.278,21.169,40.948,34.038,47.572,49.981,41.669,17.267
10,67,175,0.28228,3650.5,4521.1,9.1826,27.254,42.787,2704.9,75.275,120.37,0.34205,80.097,50.427,2632.6,24.873,50.013,3104.8,22.472,65.832,247.78,338.72,94.685,76.733,32.195,9.0218,26.55,6.8608,18.863,1.6575,32.289,13.834,24.221,1.1143,18.897,2.1861,4.8377,2.2352,0.014732,0.86134,0.10234,53.766,43.974,62.675,54.098,27.732,59.704,21.705,41.059,39.357,46.563,50.939,40.235,19.297
6,35,493,0.0,3607.7,4232.4,9.6653,26.834,42.377,3000.0,73.694,120.41,0.21408,73.045,50.372,2920.3,27.386,49.443,3446.3,23.294,67.348,462.36,308.03,95.689,73.35,25.193,8.8056,35.39,6.8131,18.841,1.4557,22.004,13.437,37.883,1.1717,18.56,1.9862,3.4943,1.5445,0.030709,1.0342,0.11421,53.85,41.48,69.983,44.049,100.0,100.0,-0.031792,5.3534,39.194,45.244,100.25,100.06,1.0309
10,11,399,0.3281,3677.7,4483.3,9.2672,26.856,42.439,2695.4,74.065,120.46,0.34047,80.485,49.331,2622.4,25.729,48.549,3099.9,23.578,65.489,207.56,335.5,94.762,77.816,31.836,8.9617,26.63,7.0521,19.849,1.663,31.774,13.822,23.873,1.315,18.934,2.2268,4.8577,2.3797,0.0274,0.89998,0.12356,53.803,43.587,63.61,53.955,32.348,60.837,20.418,40.186,36.131,43.175,42.951,41.941,16.75
10,13,296,0.13468,3673.3,4580.0,9.4836,26.929,42.475,2727.3,75.056,120.38,0.32288,79.703,49.187,2656.8,25.798,49.387,3121.3,23.485,65.702,230.88,344.93,94.426,77.305,32.212,8.8893,26.627,6.7554,18.447,1.6303,33.276,13.624,24.183,1.3285,17.768,2.1774,4.8163,2.2716,0.015487,0.8029,0.081333,53.538,43.996,63.444,54.563,13.571,60.989,23.457,37.674,35.707,45.115,47.48,41.303,16.692
14,47,489,0.28439,3653.3,4468.8,9.3027,26.7,42.532,2709.3,75.082,120.52,0.31049,80.005,50.235,2640.0,24.152,49.765,3105.8,23.495,66.144,246.34,342.6,92.786,77.572,32.24,8.9374,26.681,7.0487,18.825,1.6971,32.986,13.759,23.691,1.0593,18.377,2.2931,4.8474,2.29,0.016178,0.84114,0.095943,53.714,43.691,63.772,54.01,27.85,63.014,22.715,37.309,38.79,45.989,51.535,44.172,16.851
8,64,45,0.078612,3656.2,4545.3,9.3389,26.652,42.253,2679.9,74.937,120.38,0.36499,80.437,48.867,2610.4,24.558,49.67,3069.8,23.614,65.714,226.84,345.98,94.693,77.668,33.031,8.9515,25.825,6.8879,18.166,1.6452,34.68,13.937,22.486,1.3664,18.884,2.2799,4.96,2.2896,0.021197,0.83929,0.092572,53.973,44.027,62.952,54.402,8.0356,62.217,22.968,43.747,34.767,45.77,46.367,41.062,16.49
10,55,373,0.27455,3698.6,4464.7,9.1745,26.973,42.222,2701.4,75.022,120.36,0.33703,80.074,50.973,2629.9,24.714,48.687,3097.9,23.055,67.328,255.26,340.21,94.688,77.051,32.041,8.8761,26.5,6.9804,19.059,1.6766,32.848,13.85,23.833,1.2371,18.658,2.2126,4.8832,2.3127,0.018136,0.81744,0.088147,53.806,43.583,62.192,54.435,27.171,62.322,22.004,40.983,40.965,43.495,55.428,40.635,17.871
8,72,302,0.0043836,3722.5,4815.0,9.3747,26.8,42.506,2796.7,78.564,120.39,0.22857,77.016,51.353,2737.1,24.295,50.448,3133.5,23.583,64.98,230.08,381.77,93.667,76.52,37.142,8.4474,25.226,6.5416,15.741,1.6342,41.168,13.251,21.73,0.76602,13.633,2.2046,4.3254,2.0006,0.00512,0.575,0.10895,52.051,45.476,64.048,58.034,0.14499,60.222,37.063,23.864,42.081,47.572,44.598,43.574,16.164
15,31,116,0.21718,3652.8,4424.3,9.3699,27.02,42.425,2696.2,74.808,120.41,0.33785,80.284,49.195,2624.6,24.079,48.927,3094.2,22.138,65.848,233.44,340.05,94.735,77.312,32.032,8.8586,26.402,6.7374,19.09,1.6347,32.883,13.802,23.686,1.0074,18.769,2.2673,4.9143,2.377,0.016467,0.86381,0.097831,53.916,43.812,62.74,52.449,21.584,63.294,21.857,41.023,35.731,44.052,48.698,40.888,20.032
1,71,394,0.69752,3624.9,4554.9,8.8205,27.248,42.337,2720.8,75.75,120.4,0.2866,79.754,50.407,2650.2,27.147,49.368,3118.0,23.525,67.889,271.77,342.34,94.542,77.204,32.207,8.7223,26.888,6.7571,18.678,1.6864,32.872,13.721,24.366,1.397,18.369,2.3428,4.7946,2.283,0.0033441,0.78958,0.10718,53.218,44.276,63.947,54.102,68.887,57.741,22.819,33.804,39.299,45.071,59.754,41.332,16.637
2,39,251,0.31949,3759.0,4621.6,9.5852,27.126,42.759,2672.8,74.876,120.41,0.70834,81.901,49.446,2600.2,25.104,50.291,3079.1,23.87,63.909,148.51,337.9,94.244,79.408,32.237,8.9478,26.27,7.0751,19.34,1.05,33.109,13.606,23.778,1.1993,19.243,1.438,5.2,2.4516,0.044136,0.84524,0.0734,54.304,43.549,63.571,55.135,30.934,63.392,20.088,84.868,36.47,47.207,28.461,41.209,14.62
18,43,71,0.23884,3626.2,4444.1,9.2344,26.833,42.087,2692.2,75.709,120.36,0.34127,81.44,49.703,2620.4,25.653,49.02,3089.8,23.235,67.079,239.54,339.24,94.845,74.818,32.214,9.0931,25.954,7.0146,19.041,1.6675,32.833,13.732,23.439,1.3977,18.905,2.3354,5.0223,2.378,0.017214,0.81345,0.097305,54.371,43.306,62.887,53.288,23.599,60.592,21.64,41.101,37.226,44.266,50.786,40.966,17.777
1,32,457,0.74289,3618.7,4504.3,8.713,26.996,42.326,2713.6,74.602,120.39,0.29035,80.143,49.513,2643.5,25.718,48.008,3108.5,23.717,67.824,271.11,342.41,94.635,77.213,32.24,8.9462,26.337,6.9908,18.421,1.7147,32.958,13.871,24.229,1.1746,18.549,2.3086,4.7101,2.3331,0.014763,0.84372,0.09427,53.818,43.65,61.695,53.834,72.798,58.147,23.115,34.959,36.668,41.923,59.708,40.338,16.292
4,14,491,0.24428,3629.3,4538.6,9.4926,27.084,42.437,2703.4,75.158,120.4,0.33327,80.21,49.242,2632.2,24.368,50.836,3103.5,23.683,65.79,228.38,339.82,94.716,77.226,31.714,9.016,26.502,6.8081,18.961,1.6987,33.059,13.68,24.379,1.1148,18.901,2.2557,4.8258,2.295,0.026776,0.83742,0.10372,53.358,43.317,62.53,54.175,23.688,60.196,21.755,38.964,35.868,48.469,47.557,44.782,16.392
6,67,52,-0.00098762,3648.2,4441.8,9.7453,27.153,42.693,2754.6,74.896,120.4,0.31455,79.335,49.798,2679.2,23.724,50.339,3173.6,22.278,65.188,245.54,325.27,94.982,76.793,29.403,8.9459,28.664,6.7414,19.1,1.6427,29.188,13.49,27.411,1.4298,19.308,2.2061,4.6211,2.2071,0.037365,0.85451,0.10153,53.753,43.351,62.926,53.058,99.771,61.985,19.004,38.444,37.505,47.318,49.335,40.18,19.919
19,33,21,0.24039,3684.7,4536.7,9.4098,26.749,42.584,2703.9,75.219,120.41,0.33944,80.252,49.857,2632.4,25.464,49.645,3102.4,22.143,65.601,228.75,341.18,94.523,77.579,32.086,8.9584,26.468,6.7525,18.737,1.6434,32.646,13.807,23.928,1.3097,18.651,2.2741,4.832,2.3658,0.018965,0.83903,0.097623,53.648,44.385,63.417,54.362,23.608,62.925,23.541,41.512,37.678,45.713,46.166,41.094,20.016
4,38,127,0.26234,3616.0,4509.3,9.4235,26.91,42.254,2716.1,75.234,120.37,0.31921,79.739,50.702,2645.1,26.156,49.524,3111.2,23.129,65.391,228.99,342.54,94.682,77.219,32.258,8.8653,27.07,6.7279,18.335,1.6703,32.812,13.727,24.488,1.0532,18.316,2.2313,4.7608,2.3559,0.011771,0.84519,0.097412,52.855,44.794,61.926,53.722,25.616,59.875,22.694,38.299,40.167,45.432,46.528,44.029,17.715
11,80,201,0.32589,3645.1,4487.9,9.3341,27.175,42.463,2704.5,74.544,120.41,0.34132,80.37,50.908,2633.1,25.77,47.633,3101.7,21.883,65.98,242.47,341.85,94.424,77.639,32.653,8.8905,26.233,6.8364,18.711,1.6386,33.162,13.727,23.88,1.2225,18.554,2.2759,4.871,2.3318,0.018,0.8439,0.10547,53.961,42.96,63.458,52.977,31.927,63.554,22.312,40.822,40.773,41.056,50.025,38.76,20.654
4,76,36,0.22422,3611.0,4459.4,9.3005,26.735,42.094,2704.6,74.674,120.38,0.33102,80.047,50.149,2633.0,26.242,49.018,3101.1,24.442,65.855,230.89,343.02,94.703,77.023,32.337,8.8239,26.167,6.7748,18.331,1.7032,33.592,13.911,23.906,1.1913,18.3,2.2815,4.977,2.3849,0.016196,0.86091,0.098297,54.046,42.743,62.812,53.896,21.64,63.205,22.244,39.343,38.538,44.262,47.853,45.045,14.555
7,1,216,0.38069,3646.6,4413.7,9.1643,27.125,42.535,2671.8,74.838,120.45,0.33045,81.261,49.975,2597.9,25.925,51.05,3080.2,22.85,65.658,221.71,328.75,94.988,77.796,30.935,8.8152,26.278,6.9425,20.296,1.6696,31.344,13.9,23.569,1.4237,20.535,2.3174,5.0278,2.423,0.013298,0.95242,0.090842,53.655,43.351,61.849,52.253,37.206,74.906,19.068,41.053,38.026,48.963,45.394,41.311,18.506
16,39,109,0.27068,3634.9,4456.5,9.2578,26.664,42.047,2693.2,75.186,120.43,0.35204,80.703,49.358,2621.5,24.925,50.89,3093.6,23.322,65.34,212.08,338.79,94.61,77.525,32.215,8.8202,26.084,6.7137,19.12,1.6524,33.094,13.911,23.543,1.2911,19.49,2.304,4.8584,2.3048,0.0084951,0.85209,0.10095,54.011,42.878,62.757,52.963,27.058,61.194,21.147,41.611,36.211,48.595,47.214,41.778,17.215
3,74,159,0.29302,3671.2,4442.3,9.2245,26.89,42.596,2695.7,76.135,120.4,0.34396,80.214,50.045,2623.3,24.394,49.321,3099.0,22.257,65.832,230.86,336.21,94.609,76.901,31.489,8.8712,26.71,6.9609,19.219,1.6327,32.173,13.931,23.872,1.3326,19.04,2.2824,4.876,2.3786,0.029868,0.86185,0.080902,53.503,44.449,64.017,54.054,29.02,61.753,20.766,41.75,38.232,44.963,47.373,41.56,19.861
13,16,394,0.33211,3628.3,4282.3,8.8496,27.049,42.097,2876.5,75.593,120.41,0.2362,75.855,51.407,2805.1,24.667,49.606,3274.9,21.959,68.868,440.67,340.72,95.47,74.455,31.564,8.6342,26.798,6.8136,20.59,1.6773,31.478,13.631,24.786,1.1912,20.292,2.2125,3.945,1.8051,0.036925,1.1378,0.11455,54.055,43.248,63.988,51.416,32.706,59.61,25.302,27.387,42.239,45.622,100.07,39.341,22.869
1,45,227,0.67825,3618.9,4627.8,8.8666,26.989,42.367,2736.8,75.539,120.37,0.30086,79.601,48.988,2669.3,25.284,49.259,3123.7,22.227,69.325,308.82,349.27,94.478,77.256,32.342,8.7679,26.668,6.7952,17.787,1.6487,33.981,13.685,24.563,1.2985,17.125,2.2957,4.6717,2.2627,0.019296,0.72004,0.08763,54.108,44.421,62.327,54.836,66.456,57.307,25.204,35.256,35.123,44.819,70.436,41.203,19.654
19,25,433,0.23996,3707.1,4529.6,9.2949,26.353,42.618,2699.2,75.026,120.39,0.33019,80.011,49.122,2627.2,25.233,48.946,3099.3,23.414,66.769,259.4,341.88,94.324,77.326,32.258,8.9809,26.264,6.8476,18.747,1.6482,33.308,13.948,23.707,1.1053,18.175,2.2659,4.8912,2.3412,0.018525,0.80981,0.11358,53.471,44.595,63.671,53.846,23.931,60.728,22.578,39.379,35.518,44.095,53.894,40.964,17.047
17,75,180,0.27195,3666.7,4573.3,9.4965,27.016,42.283,2698.9,75.064,120.59,0.34293,80.319,49.696,2626.9,26.349,50.436,3097.9,22.113,66.106,230.47,340.85,81.805,77.507,32.518,9.0154,26.457,6.8469,18.321,1.6581,32.591,13.741,23.303,1.153,18.32,2.2935,4.953,2.351,0.0096878,0.83458,0.094176,53.599,43.944,63.568,54.143,26.968,61.282,21.783,41.189,37.205,47.542,48.649,52.481,20.01
14,1,482,0.26643,3615.8,4529.9,9.2788,26.967,42.153,2701.0,74.744,120.53,0.34076,80.058,50.279,2630.5,25.948,49.726,3099.8,23.694,65.761,231.46,340.0,93.065,77.34,31.816,8.9333,26.568,6.9231,18.604,1.632,32.752,13.894,24.21,1.2508,18.619,2.3077,4.8822,2.2933,0.017974,0.87068,0.091014,54.519,43.355,62.111,54.026,26.01,60.943,21.967,41.522,38.921,45.9,47.769,44.413,16.424
9,65,482,0.30275,3731.2,4536.2,9.2577,26.696,42.426,2701.6,75.094,120.4,0.32819,80.217,48.671,2630.5,25.806,51.051,3100.4,23.949,66.043,239.65,340.7,94.325,77.315,32.267,8.9676,26.686,6.7423,18.902,1.678,32.777,13.845,24.097,1.3688,18.758,2.2172,4.8654,2.2859,0.019639,0.85226,0.095783,53.565,44.07,63.915,53.346,29.603,62.424,21.954,38.851,34.189,48.966,49.964,41.654,15.767
9,60,25,0.26145,3647.9,4493.8,9.353,26.403,42.259,2696.2,75.936,120.36,0.35775,80.308,47.949,2625.2,24.37,49.393,3094.2,23.642,65.829,230.1,340.4,94.655,77.372,32.072,9.0428,26.053,6.9119,18.999,1.6819,32.72,13.934,23.838,1.3432,18.541,2.2586,4.7924,2.325,0.031193,0.84598,0.10169,54.113,43.101,62.732,54.191,25.707,63.214,21.643,42.604,32.064,45.13,47.675,40.06,16.483
6,49,465,0.0,3635.4,4225.7,9.5826,26.835,42.304,3000.0,74.079,120.39,0.22135,72.972,50.476,2920.8,23.796,49.357,3443.7,22.876,67.378,461.96,309.04,95.686,73.103,24.831,8.8656,34.942,6.8792,19.004,1.5078,21.966,13.637,38.336,1.3941,18.506,1.97,3.443,1.6141,0.025695,1.022,0.10457,55.131,43.157,64.32,46.982,100.0,100.0,-0.031604,0.0,39.5,45.047,100.23,-0.050167,26.015
5,34,260,0.2857,3671.1,4516.5,9.5172,26.813,42.279,2703.8,73.901,120.41,0.35874,80.102,49.756,2633.0,24.727,50.233,3100.2,24.957,66.306,248.66,343.49,94.665,77.128,32.255,8.7952,25.794,6.8761,18.499,1.6562,33.002,13.953,22.949,1.2463,18.818,2.3118,4.8844,2.2867,0.035988,0.85091,0.099351,53.822,44.021,62.67,53.483,27.836,60.376,22.517,42.426,37.383,47.073,52.262,42.075,16.155
6,73,236,0.0,3590.4,4289.0,9.6297,26.901,42.304,3000.0,74.287,120.38,0.21573,72.743,50.354,2920.1,25.268,49.658,3445.8,23.298,67.272,463.32,307.65,95.736,72.967,24.263,8.7392,35.499,6.7107,19.116,1.4889,21.251,13.327,38.241,1.4375,18.681,1.9634,3.4042,1.5199,0.01618,1.0496,0.089174,54.837,43.46,64.344,47.418,100.0,71.098,15.716,6.2948,39.142,45.742,100.12,-0.030536,15.642
17,49,417,0.28606,3702.8,4503.1,9.2333,27.015,41.925,2703.7,74.753,120.19,0.33372,79.377,48.992,2631.7,23.403,48.235,3100.0,22.415,65.027,223.88,340.07,94.005,76.845,32.25,8.9464,26.234,7.0697,19.196,1.676,33.045,13.828,24.079,1.2859,18.77,2.2114,4.8282,2.2883,-0.0023805,0.832,0.081841,53.219,44.277,62.532,53.178,28.059,60.96,22.14,39.925,35.133,42.449,44.689,41.284,19.478
3,44,24,0.25949,3692.8,4503.3,9.3145,26.726,42.394,2701.4,74.795,120.43,0.35383,80.74,49.684,2630.0,24.526,48.525,3101.4,22.356,65.948,229.63,339.27,94.372,77.371,32.294,8.87,26.358,7.0488,19.005,1.616,32.925,14.021,23.983,1.2161,18.98,2.25,4.7868,2.2475,0.023734,0.83633,0.096177,53.935,43.413,62.847,54.143,25.647,62.344,21.696,41.714,37.17,43.12,47.112,41.994,19.466
12,14,303,0.022266,3742.5,4788.0,10.249,27.308,43.083,2851.4,73.672,120.39,0.2818,75.629,50.421,2786.0,25.971,49.261,3226.0,23.021,62.945,230.62,364.08,93.658,75.827,33.747,8.5152,28.908,6.667,16.088,1.5845,35.386,13.288,27.125,0.98293,14.483,2.0756,4.2039,2.0343,0.019102,0.72387,0.10501,53.0,44.63,63.928,56.665,2.4879,65.571,30.739,29.254,39.34,44.823,43.021,43.432,17.289
12,20,320,0.079829,3656.0,4676.0,8.7462,26.859,41.927,2744.3,78.319,120.36,0.31143,80.129,49.144,2675.5,23.515,49.379,3129.0,21.034,66.436,224.62,345.84,94.802,77.11,32.484,8.5829,27.478,6.8751,17.65,1.6221,33.937,13.419,25.991,1.219,16.918,2.1767,4.58,2.1964,0.0042985,0.67582,0.084642,52.989,44.345,63.676,56.184,7.8633,58.354,25.226,36.516,35.581,45.097,46.345,40.039,23.766
6,55,182,0.0,3640.0,4274.6,9.5974,26.945,42.471,3000.0,74.022,120.4,0.2353,72.872,50.27,2920.1,25.776,49.724,3446.3,24.129,67.291,463.14,309.08,95.723,73.281,24.585,8.5945,35.771,6.9153,18.637,1.5046,21.955,13.386,38.126,1.3451,18.253,2.0041,3.5339,1.612,0.033505,1.0265,0.098611,54.873,43.924,61.924,51.865,100.0,69.177,73.816,11.542,38.895,45.895,100.08,35.563,10.389
6,65,231,0.0,3639.8,4263.4,9.5719,26.868,42.403,3000.0,73.967,120.38,0.221,72.781,50.549,2920.5,25.813,49.674,3445.2,22.483,67.315,462.77,309.14,95.685,73.012,24.243,8.65,35.572,6.9331,19.096,1.499,21.641,13.532,38.372,1.3641,18.963,1.9415,3.3743,1.4816,0.026168,1.0244,0.11563,54.012,42.959,63.189,51.156,100.0,75.971,-0.016201,5.8233,39.717,45.779,100.11,-0.022787,30.22
17,75,476,0.32207,3693.5,4525.6,9.3633,26.783,42.531,2718.0,74.996,120.53,0.33786,80.168,49.328,2647.0,25.437,49.302,3114.6,23.099,65.183,218.66,341.2,87.165,77.533,32.313,8.9831,26.919,6.6631,18.708,1.6621,32.514,13.749,24.512,1.1482,17.993,2.2265,4.7599,2.3942,0.027503,0.85319,0.10932,53.249,44.136,63.046,54.288,31.923,60.962,22.473,40.066,36.123,44.918,44.155,48.394,17.752
3,77,240,0.27791,3701.9,4489.0,9.4433,26.59,42.306,2707.3,74.944,120.41,0.3475,79.995,47.362,2635.4,25.005,50.124,3106.8,23.419,65.994,237.44,341.59,94.612,77.334,32.492,8.7308,26.1,6.894,18.534,1.6427,32.966,13.644,24.308,1.4041,18.492,2.2726,4.9448,2.3116,0.015677,0.81448,0.08958,53.004,43.604,63.345,54.197,27.011,61.713,21.601,41.64,30.337,46.822,49.494,41.68,16.989
17,76,415,0.26153,3641.4,4475.5,9.204,26.55,41.958,2704.4,75.262,120.43,0.30454,79.936,50.512,2633.5,23.258,49.444,3100.3,23.09,64.595,203.5,339.78,93.593,76.894,32.223,8.8698,26.563,6.8508,18.926,1.6809,32.95,13.906,24.049,1.2998,18.801,2.2793,4.9038,2.2616,0.030182,0.85991,0.11405,53.77,43.186,63.033,53.582,25.785,60.42,22.121,36.631,39.608,45.248,40.059,41.704,17.917
8,41,227,0.39935,3652.6,4600.7,9.2631,26.7,42.345,2775.8,75.42,120.38,0.3039,78.711,49.894,2705.7,24.573,50.335,3168.5,22.275,67.628,296.25,345.58,94.554,77.029,32.04,8.739,27.962,6.7115,18.002,1.7257,32.279,13.609,26.558,1.1662,17.251,2.2967,4.6369,2.1181,0.0037212,0.71882,0.088526,54.113,44.115,62.755,55.071,39.453,61.475,24.303,35.715,37.789,47.309,63.843,40.709,19.729
4,23,181,0.24463,3725.3,4476.1,9.4436,27.105,42.769,2702.6,74.228,120.42,0.33409,80.225,50.324,2630.5,25.275,51.654,3101.2,21.989,66.156,240.74,340.93,94.605,77.403,32.109,8.7524,26.338,6.9961,18.283,1.6724,33.136,14.001,23.886,1.2672,18.865,2.291,4.8504,2.3795,0.004164,0.81165,0.083401,54.381,43.464,64.094,53.941,24.311,62.615,21.922,39.727,39.053,50.362,50.299,45.015,20.366
12,55,461,0.18313,3653.7,4399.5,9.61,27.107,42.313,2696.7,73.656,120.45,0.35893,80.927,50.514,2625.8,25.716,49.551,3094.1,23.189,67.103,257.6,341.82,94.643,78.277,32.139,8.9743,25.905,6.8566,18.761,1.7,34.016,13.854,23.147,1.237,18.469,2.3205,4.9854,2.2501,0.0034002,0.75339,0.091434,54.357,43.579,63.326,53.655,18.289,63.182,22.135,43.111,39.611,45.495,54.541,41.228,17.647
17,73,288,0.22015,3651.9,4505.1,9.2965,26.81,42.509,2715.5,74.285,120.46,0.3287,79.452,51.307,2645.6,25.629,49.833,3108.9,22.892,65.158,224.44,344.34,92.307,76.897,32.49,8.6997,27.038,6.743,19.091,1.6442,33.031,13.577,23.865,1.223,18.539,2.2123,4.69,2.2049,0.0010382,0.81156,0.10462,53.657,43.92,62.428,53.933,21.97,61.877,23.01,38.496,41.946,46.148,45.157,43.306,18.296
16,38,131,0.21241,3621.5,4445.6,9.4088,26.791,42.002,2719.2,75.409,120.4,0.34109,80.033,47.343,2649.4,25.249,49.604,3114.4,21.952,65.661,228.79,343.39,94.616,77.441,32.011,9.0709,26.703,6.8192,18.622,1.662,33.306,13.8,24.808,1.2627,18.316,2.2997,4.7417,2.1897,0.021396,0.82025,0.090851,53.15,44.749,62.348,53.889,20.827,61.676,23.123,40.115,30.28,45.617,47.168,40.803,20.454
