faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
0,490,445,0.24088,3681.7,4470.6,9.4048,26.848,41.996,2689.9,75.035,120.39,0.3408,80.393,50.957,2618.1,25.978,51.55,3090.0,22.644,65.868,229.74,338.3,94.707,77.073,31.971,8.8289,25.676,6.8699,18.87,1.6263,32.838,13.922,23.578,1.1797,19.221,2.2699,4.8708,2.3051,0.023911,0.85677,0.10302,54.442,43.887,62.667,53.902,23.777,60.573,21.128,40.679,40.915,50.121,47.683,40.61,18.887
0,385,351,0.32802,3690.3,4481.0,9.3396,27.164,42.324,2690.9,74.928,120.42,0.33242,80.564,48.583,2619.8,25.859,50.63,3093.3,22.108,65.788,228.56,337.04,94.528,77.42,31.74,8.8048,26.162,6.9382,19.52,1.6722,32.593,13.834,23.584,1.3698,19.501,2.2703,4.8982,2.2128,0.0097522,0.86102,0.087292,54.121,43.589,63.56,53.605,31.894,58.894,21.13,39.641,33.929,47.991,46.759,40.822,20.139
0,191,219,0.23315,3628.7,4458.2,9.4102,27.201,42.129,2712.6,75.347,120.42,0.32694,80.389,50.788,2641.8,24.355,52.08,3110.4,22.96,65.566,226.85,341.27,94.578,77.726,32.03,8.9756,26.454,6.9888,18.797,1.7062,32.835,13.868,24.107,1.2866,18.37,2.2731,4.8594,2.2657,0.023966,0.85031,0.11809,53.66,44.037,63.697,54.634,23.469,60.469,22.548,38.794,40.42,51.347,46.8,41.755,18.037
0,55,440,0.23561,3681.0,4444.4,9.3704,27.035,42.705,2695.9,74.01,120.42,0.33472,80.177,49.031,2623.6,23.029,51.338,3094.2,23.465,65.861,229.4,340.94,94.683,77.144,31.996,8.8734,25.761,6.9537,19.622,1.636,33.191,13.851,23.985,1.1881,18.943,2.294,4.9298,2.3362,0.007132,0.82974,0.091082,54.061,43.795,62.993,53.779,23.452,62.595,21.388,40.306,35.249,49.63,47.805,41.754,16.851
0,285,265,0.2326,3658.6,4471.6,9.4224,27.224,42.434,2704.6,74.161,120.38,0.33875,80.387,48.738,2633.4,23.294,48.985,3099.6,23.177,66.757,253.83,343.62,94.59,77.628,32.66,8.7188,26.063,6.9511,18.571,1.6582,33.463,13.928,23.4,1.2453,18.25,2.3184,4.9637,2.4081,0.030498,0.78641,0.10328,53.156,43.777,63.054,53.455,23.256,62.968,22.884,40.682,34.386,44.186,53.738,40.526,17.454
0,239,225,0.2674,3734.1,4469.8,9.2104,26.846,42.244,2700.4,75.414,120.39,0.34216,79.826,52.019,2628.9,26.412,49.602,3099.0,23.791,65.738,233.67,340.21,94.503,76.987,32.346,9.0099,26.372,7.0006,19.315,1.656,32.521,13.894,24.199,1.4502,18.524,2.2323,4.7899,2.3583,0.015178,0.84359,0.096896,53.279,44.268,62.978,54.077,26.279,62.004,21.826,40.795,44.041,45.613,47.99,40.85,16.226
0,489,180,0.25246,3603.9,4581.3,9.2164,26.618,42.31,2711.3,74.89,120.41,0.32467,80.338,48.65,2640.3,24.33,49.429,3106.5,22.44,65.994,233.21,342.76,94.451,77.52,32.208,8.7556,26.521,6.8914,18.429,1.6408,32.484,13.815,23.998,1.2005,18.395,2.2415,4.876,2.2499,0.0087122,0.80446,0.10167,53.596,43.975,63.294,54.681,25.204,61.571,22.351,38.778,34.128,45.213,48.152,40.847,19.283
0,169,441,0.24709,3654.1,4540.7,9.4375,26.905,42.61,2703.6,74.913,120.41,0.31966,80.174,50.959,2631.7,26.011,50.256,3102.3,22.994,65.908,237.01,340.4,94.519,77.026,31.774,8.6972,26.11,6.9469,18.951,1.6748,33.087,13.926,24.41,1.3525,18.568,2.2206,4.8645,2.4013,0.025668,0.83132,0.07826,53.456,43.977,62.771,54.144,24.307,59.221,21.987,38.728,40.921,47.126,48.49,41.392,18.062
0,85,163,0.26177,3685.2,4448.7,9.3046,27.233,41.879,2697.5,73.939,120.4,0.34506,80.052,51.088,2625.9,25.748,50.053,3094.8,23.168,65.882,236.23,341.21,94.47,77.491,32.084,8.9003,26.258,7.0134,18.613,1.6567,32.744,13.81,23.952,1.2965,18.739,2.2936,4.9379,2.4084,0.0093842,0.84242,0.11226,53.536,43.295,63.203,53.46,25.768,59.707,22.16,41.31,41.301,46.658,48.944,41.268,17.625
0,241,236,0.22961,3658.2,4540.8,9.3094,26.96,42.457,2717.6,75.728,120.38,0.34931,79.851,48.429,2646.6,23.585,47.516,3115.1,23.267,64.478,201.43,341.44,94.567,77.313,31.645,8.6814,27.237,6.8668,18.48,1.6786,32.775,13.855,24.634,1.2414,18.155,2.2152,4.7589,2.2386,0.016835,0.84258,0.10709,53.815,42.834,63.275,54.944,22.744,61.995,22.402,40.666,33.477,40.785,40.241,40.63,17.334
0,160,358,0.25141,3689.8,4579.9,9.264,26.86,42.306,2694.5,75.977,120.41,0.35209,80.142,50.393,2622.9,25.817,50.641,3093.6,22.235,65.876,235.41,338.93,94.655,76.99,31.881,9.1461,26.106,6.7935,18.799,1.6675,32.65,13.75,23.56,1.242,18.617,2.2244,4.7993,2.314,0.011795,0.84436,0.1066,53.856,43.856,63.027,53.965,24.766,60.405,21.603,42.541,39.255,48.017,48.403,40.995,19.989
0,146,288,0.2189,3662.7,4518.8,9.1683,26.687,42.061,2703.1,75.081,120.39,0.31607,80.317,51.12,2631.8,23.865,50.932,3100.2,22.827,65.304,216.02,340.35,94.481,77.149,32.263,8.8244,26.683,6.8771,19.262,1.6365,32.898,13.937,24.224,1.2984,18.82,2.2268,4.7821,2.2519,0.025789,0.81676,0.093264,54.31,43.978,64.194,53.895,21.068,62.26,22.064,38.053,41.396,48.69,43.976,40.86,18.421
0,158,461,0.23425,3686.0,4589.1,9.4386,26.749,42.26,2713.7,74.897,120.4,0.33743,80.123,51.183,2643.3,24.031,50.762,3109.9,22.882,65.879,232.23,343.29,94.261,77.553,32.664,8.827,26.806,6.8436,18.668,1.6239,33.231,13.9,24.164,1.329,18.435,2.2555,4.8922,2.3472,0.0082637,0.79516,0.082067,54.274,44.055,63.43,54.249,23.123,62.235,22.631,39.973,41.582,48.298,48.153,41.017,18.178
0,361,180,0.251,3760.4,4560.6,9.315,27.164,42.757,2695.2,74.582,120.41,0.34698,80.045,48.763,2623.5,23.408,49.324,3096.7,23.46,65.789,231.69,339.55,94.313,77.244,32.425,8.967,26.746,6.8047,19.151,1.6713,33.127,13.788,23.724,1.0888,18.529,2.3192,4.9057,2.3068,0.016434,0.85192,0.10629,53.243,43.937,63.583,53.911,24.44,61.493,21.456,41.506,34.461,44.97,48.315,42.058,16.952
0,72,375,0.19453,3632.8,4512.2,9.3994,26.598,42.206,2692.2,74.679,120.42,0.33461,80.491,49.174,2621.0,23.985,48.916,3090.0,22.539,66.622,242.54,341.41,94.609,77.388,32.162,9.1937,25.622,7.0205,19.104,1.7032,33.554,13.902,23.176,1.3039,18.496,2.279,4.8637,2.3323,0.025508,0.84276,0.088839,54.57,43.418,62.04,54.465,19.213,61.939,21.778,40.349,35.669,44.025,52.263,41.575,19.002
0,405,72,0.24148,3639.7,4566.1,9.2597,26.999,42.357,2696.9,75.257,120.39,0.31888,79.893,49.279,2625.1,24.011,50.169,3094.5,23.021,65.949,237.5,339.99,94.794,76.817,32.255,8.8474,26.069,7.1437,18.827,1.6566,32.854,13.892,23.437,1.1549,18.851,2.2684,4.9287,2.4165,0.02838,0.85109,0.091698,54.175,43.133,62.179,53.609,24.041,61.163,22.003,37.458,35.978,46.924,49.208,40.767,18.014
0,461,345,0.19936,3676.6,4550.1,9.2688,26.914,42.249,2714.0,74.914,120.38,0.33699,80.148,50.757,2643.5,25.029,50.728,3109.0,23.196,65.527,227.54,343.25,94.466,77.572,32.659,8.9772,27.084,6.8238,18.408,1.6601,33.843,13.928,24.071,1.414,17.848,2.2385,4.6959,2.2844,0.0010334,0.81704,0.10222,53.931,43.83,63.038,54.693,19.571,62.65,22.996,39.83,40.329,48.218,46.38,40.591,17.457
0,317,370,0.26317,3662.1,4560.6,9.3266,26.989,42.632,2714.1,74.714,120.41,0.33894,80.089,52.853,2643.4,25.143,48.973,3108.9,22.998,66.315,248.91,343.74,94.515,77.324,32.388,8.8916,26.237,6.995,18.696,1.6626,33.187,13.846,23.456,1.2488,18.545,2.2262,4.7096,2.2726,0.023133,0.8353,0.10804,53.803,43.33,62.552,54.012,25.459,61.509,23.094,39.912,46.495,44.158,51.874,41.088,18.019
0,278,350,0.28106,3673.5,4509.6,9.3665,26.768,42.783,2716.3,74.605,120.4,0.34486,79.811,49.552,2646.1,25.579,49.823,3111.7,23.615,65.755,232.88,344.88,94.438,77.092,32.807,8.8493,26.334,6.7851,18.531,1.5944,33.633,13.653,24.275,1.3545,17.802,2.2903,4.7751,2.2457,0.033473,0.80634,0.082887,53.625,44.359,63.583,54.55,27.425,61.839,22.96,40.866,36.781,46.124,47.573,41.436,16.473
0,453,323,0.27369,3590.3,4542.5,9.347,26.835,42.448,2701.3,74.622,120.4,0.34097,80.295,50.733,2630.2,25.19,50.053,3098.3,22.169,65.925,233.64,340.6,94.602,77.419,32.474,9.1627,26.155,6.9292,19.059,1.6307,32.844,13.904,23.758,1.4837,18.914,2.2727,4.8387,2.281,0.0035579,0.83683,0.1011,53.649,42.565,62.729,53.876,26.802,61.612,22.099,41.121,40.257,46.658,48.259,41.481,20.011
0,247,40,0.25208,3648.1,4460.9,9.4345,26.716,42.117,2711.9,74.513,120.41,0.34224,80.076,50.177,2640.5,25.515,49.132,3107.9,23.787,65.462,223.64,342.32,94.541,77.703,31.855,8.8554,26.373,6.8765,18.469,1.6469,33.582,13.805,24.054,1.4292,18.544,2.2725,4.7116,2.2852,0.018332,0.84315,0.090976,53.779,43.968,62.667,54.331,24.301,60.297,22.521,40.027,38.621,44.525,45.546,41.29,16.088
0,471,121,0.26002,3579.4,4432.3,9.3474,26.913,42.223,2703.6,75.639,120.4,0.31746,80.154,49.795,2631.4,25.886,51.431,3100.3,23.431,65.508,227.82,341.45,94.803,77.619,32.141,8.9673,26.343,6.7356,18.687,1.67,32.817,13.781,24.043,1.335,18.329,2.2695,4.7972,2.2534,0.016227,0.84086,0.098306,54.407,43.567,62.118,54.053,25.649,64.242,21.981,37.566,37.497,49.847,46.893,40.696,17.016
0,122,485,0.25444,3656.3,4508.8,9.4379,26.721,42.08,2701.8,75.203,120.42,0.35419,80.037,50.441,2630.1,24.831,50.356,3098.4,23.785,66.391,248.5,341.52,94.495,77.064,32.383,9.0724,26.252,6.9449,18.791,1.6781,33.002,13.766,23.499,1.3612,18.461,2.2795,4.7389,2.2488,0.010603,0.80766,0.099695,54.62,43.512,63.229,53.087,25.416,60.817,22.115,42.488,39.399,47.357,51.661,41.345,16.13
0,402,104,0.2615,3647.4,4436.4,9.2868,26.944,42.615,2691.0,75.068,120.39,0.36248,80.475,49.669,2618.4,22.284,50.91,3090.5,22.982,65.905,231.07,338.62,94.747,77.56,31.7,8.918,26.113,7.0205,19.083,1.6324,33.364,13.803,23.534,1.1133,19.296,2.3176,4.9493,2.3725,0.0098674,0.86313,0.099268,53.892,42.972,62.621,54.257,25.881,65.05,21.48,43.169,37.126,48.64,48.032,40.428,18.03
0,270,353,0.29533,3700.4,4452.9,9.2607,26.871,42.431,2711.3,75.796,120.44,0.34232,80.324,50.501,2639.7,24.623,48.909,3110.8,23.53,65.414,223.06,339.81,94.46,77.517,32.238,8.9035,26.447,6.7581,18.635,1.5946,32.705,13.895,24.366,1.3199,18.662,2.2564,4.8389,2.218,0.0068723,0.8474,0.10708,54.345,43.965,63.894,54.193,29.073,61.439,21.677,40.691,39.573,44.008,45.511,42.166,16.721
0,112,272,0.29758,3658.0,4502.8,9.4731,27.063,42.627,2697.3,75.589,120.39,0.34141,80.082,50.02,2627.0,26.158,48.716,3093.5,24.024,66.725,257.03,342.06,94.619,77.433,32.585,8.8355,25.9,6.8839,19.226,1.657,32.766,14.043,23.569,1.3573,18.255,2.2941,4.8796,2.2287,0.020175,0.8158,0.09045,54.161,44.416,63.713,53.742,29.116,59.87,22.241,40.803,38.158,43.564,54.782,40.844,15.576
0,173,113,0.25581,3637.2,4464.4,9.35,27.001,42.353,2699.2,75.486,120.41,0.34122,80.237,49.136,2627.4,24.583,48.1,3098.6,22.836,66.126,241.95,340.03,94.599,77.388,31.567,8.9274,26.47,7.0229,19.095,1.6667,32.745,13.695,24.294,1.5156,18.791,2.2759,4.7721,2.3403,0.024882,0.83867,0.10615,53.791,43.759,63.468,54.047,25.539,64.925,21.559,41.117,35.558,42.136,50.014,41.737,18.408
0,396,408,0.21887,3646.2,4548.1,9.2904,26.824,41.832,2699.5,75.652,120.39,0.32705,80.404,51.406,2628.2,24.908,48.813,3097.4,22.956,65.283,216.35,339.93,94.956,77.637,31.785,9.076,26.582,6.8881,18.666,1.6458,32.583,13.949,23.736,1.1983,19.02,2.2864,4.9165,2.3102,0.019647,0.82536,0.096782,53.25,44.064,62.263,53.915,21.818,60.765,21.959,39.26,42.238,43.786,44.092,41.424,18.059
0,308,493,0.24897,3677.2,4474.8,9.5501,27.211,42.558,2701.4,74.787,120.38,0.3675,80.148,52.233,2630.6,25.492,50.009,3098.1,24.523,66.47,248.5,343.25,94.504,77.362,32.775,8.8086,26.099,6.8192,19.033,1.6141,33.694,13.621,23.968,1.3415,18.371,2.2809,4.837,2.2496,0.0073484,0.82625,0.10389,53.792,44.405,63.835,53.368,24.775,59.768,22.557,43.37,44.671,46.555,51.866,41.408,14.325
0,143,343,0.21952,3643.4,4515.1,9.3064,27.149,41.954,2700.9,74.566,120.39,0.33458,80.229,50.553,2628.9,23.634,50.734,3097.6,23.065,65.958,233.02,341.45,94.781,77.626,32.067,8.8999,26.545,6.8147,18.871,1.6664,33.201,13.895,24.024,1.1327,18.202,2.2661,4.8969,2.2524,0.011134,0.83632,0.10295,52.878,43.976,61.976,54.64,21.95,62.01,22.183,40.1,39.726,48.232,47.887,40.233,17.746
0,168,64,0.26623,3667.1,4514.2,9.3659,26.902,42.655,2711.1,75.687,120.4,0.35384,79.923,51.237,2639.8,25.672,49.427,3109.2,23.808,65.781,232.72,341.87,94.565,77.06,31.43,8.9558,26.485,6.9427,18.565,1.6649,32.579,14.059,23.896,1.2715,18.707,2.2553,4.955,2.3902,0.022648,0.82309,0.086589,53.694,43.979,63.317,54.559,25.624,62.854,22.174,42.597,41.74,45.207,48.534,41.691,16.104
0,459,415,0.25124,3683.2,4510.3,9.3754,26.832,42.186,2713.0,74.68,120.39,0.31653,80.118,50.375,2643.1,25.291,48.644,3106.2,23.159,66.615,255.9,345.09,94.386,77.513,32.452,8.7554,26.573,6.8472,18.255,1.6587,33.711,13.682,24.204,1.2823,17.938,2.2809,4.8805,2.3695,0.025976,0.80551,0.10343,53.522,43.953,63.096,54.517,25.047,61.936,23.369,37.156,39.205,43.395,53.739,41.087,17.569
0,393,271,0.2948,3700.9,4564.1,9.239,27.051,42.399,2703.7,74.463,120.41,0.33219,80.077,50.983,2631.9,25.382,48.753,3101.5,23.166,65.673,229.94,340.88,94.514,77.093,32.505,8.9426,26.007,6.9136,18.739,1.6171,33.274,13.813,23.837,1.105,18.706,2.2504,4.7836,2.3206,0.026247,0.84976,0.095367,53.244,44.073,63.148,53.522,29.366,60.764,21.955,39.262,40.994,43.649,47.128,40.614,17.668
0,132,369,0.26682,3681.9,4493.4,9.4215,27.215,42.202,2712.1,75.412,120.42,0.32924,79.977,49.149,2642.2,23.869,50.934,3107.7,23.17,66.378,252.76,343.95,94.447,77.42,32.153,8.7311,26.439,6.7436,18.742,1.6701,33.045,13.824,23.685,1.4264,18.375,2.2638,4.7033,2.2546,0.027969,0.82393,0.098591,53.371,44.131,64.211,54.08,26.047,60.892,23.016,38.946,35.596,48.695,52.48,41.523,17.571
0,135,482,0.19948,3698.8,4495.5,9.3473,27.031,42.273,2700.4,74.636,120.4,0.33328,80.023,51.227,2629.8,24.754,50.741,3098.1,23.487,65.695,230.52,340.81,94.53,77.194,32.199,8.8164,26.419,6.741,18.829,1.6296,32.988,13.708,24.151,1.3326,18.845,2.2613,4.8072,2.3741,0.023335,0.83402,0.091497,54.401,43.595,64.265,54.648,19.993,61.662,22.266,40.356,41.712,48.248,47.51,42.602,16.845
0,366,422,0.23048,3647.0,4455.9,9.3678,27.075,42.588,2692.3,75.021,120.39,0.32484,80.334,48.268,2620.9,25.613,48.687,3090.0,23.757,65.813,229.98,339.97,94.756,77.073,32.004,9.0485,25.795,6.9183,19.023,1.6531,32.746,13.823,23.551,1.3082,18.697,2.2947,4.8616,2.2061,0.0050599,0.85405,0.087026,54.092,43.874,62.673,53.648,22.595,61.034,22.041,39.466,33.002,43.494,47.345,39.824,16.253
0,176,103,0.24391,3638.9,4489.8,9.2713,27.155,42.664,2705.0,75.651,120.41,0.3367,80.191,49.491,2634.3,24.298,49.219,3101.8,24.073,66.16,243.57,341.73,94.549,77.411,32.481,8.8544,26.166,6.7734,18.301,1.6661,33.238,13.924,24.005,1.161,18.589,2.2467,4.7175,2.2444,0.0070521,0.82554,0.088612,53.053,43.942,62.462,53.747,24.028,61.438,22.491,40.279,36.602,44.725,50.571,41.191,15.513
0,300,293,0.21466,3669.0,4507.4,9.3247,26.731,42.241,2696.8,75.08,120.38,0.33114,80.364,49.92,2625.9,25.661,51.22,3097.1,22.459,65.42,215.59,339.66,94.667,77.197,31.799,8.9362,26.383,6.9291,18.711,1.6662,32.908,13.661,23.722,1.1173,18.849,2.2432,4.9224,2.2475,0.03389,0.8284,0.097276,52.93,43.541,63.402,54.037,21.211,60.438,21.468,39.459,37.865,49.356,43.757,40.237,19.176
0,422,234,0.22433,3768.2,4506.8,9.3501,26.963,42.186,2699.7,76.346,120.38,0.34608,79.871,50.316,2629.0,24.841,50.284,3094.9,22.613,66.23,244.98,343.68,94.38,77.208,32.073,8.8226,25.887,6.8014,18.51,1.6604,33.281,13.788,23.977,1.2531,18.455,2.2747,4.8448,2.3089,0.023054,0.81497,0.103,53.827,44.259,64.511,53.959,22.238,60.25,22.789,40.201,39.031,47.19,51.164,40.736,18.893
0,143,95,0.26541,3668.5,4474.0,9.2328,26.733,42.269,2702.7,75.091,120.41,0.35306,80.442,51.341,2631.2,24.64,49.167,3100.8,22.266,65.909,233.44,340.29,94.669,77.578,31.839,8.9614,25.883,6.9145,18.593,1.7079,32.868,13.924,24.052,1.3016,18.472,2.2097,4.8116,2.363,0.016356,0.83369,0.10184,54.371,43.859,63.571,53.346,26.297,62.473,21.933,41.925,42.045,44.606,48.188,41.165,19.696
0,477,457,0.28878,3606.1,4488.3,9.1974,26.711,42.469,2695.7,75.969,120.41,0.34789,80.364,50.132,2624.7,25.757,49.879,3094.2,23.094,66.02,237.16,339.69,94.682,77.251,32.328,8.9047,26.167,6.8955,18.671,1.6039,32.918,13.96,23.815,1.2155,18.747,2.2896,4.8644,2.3125,0.014144,0.83882,0.085604,53.673,44.483,62.805,54.1,28.775,61.3,21.679,40.9,38.487,46.254,49.398,41.553,17.816
0,271,464,0.2338,3651.6,4527.6,9.4512,26.406,42.668,2713.4,75.746,120.41,0.31056,80.152,49.196,2642.8,23.868,51.062,3108.9,24.235,65.335,220.15,341.7,94.666,77.722,32.194,8.9382,26.645,6.9112,18.659,1.6434,32.521,13.821,24.207,1.1481,18.419,2.2345,4.7825,2.3525,0.018424,0.83162,0.083549,53.578,43.385,62.694,53.809,22.845,60.802,22.256,36.904,35.734,48.992,45.693,41.466,15.077
0,294,207,0.26275,3688.8,4563.0,9.3637,26.848,42.547,2703.6,75.501,120.41,0.35671,80.01,50.765,2632.3,25.922,51.152,3102.2,22.589,65.539,223.06,341.71,94.434,76.952,32.045,8.9937,26.715,6.9594,19.146,1.6562,32.849,13.755,24.002,1.3859,18.206,2.2453,4.7877,2.3514,0.027742,0.85157,0.095665,54.045,43.562,62.863,55.211,26.201,61.1,22.061,41.562,40.351,49.199,45.504,41.668,18.991
0,462,219,0.22808,3727.8,4416.5,9.3894,26.772,42.615,2704.2,74.388,120.42,0.33735,79.97,48.789,2633.1,25.488,52.099,3102.0,23.118,65.77,234.67,341.58,94.484,77.416,32.243,8.7172,26.565,6.7847,18.401,1.6684,33.14,13.753,24.244,1.3837,18.496,2.263,4.9663,2.3635,0.017399,0.84357,0.097547,54.253,44.367,62.547,53.84,22.712,61.534,21.924,40.942,34.536,51.392,48.136,41.306,17.731
0,458,251,0.24315,3688.0,4450.6,9.3625,26.91,42.18,2697.4,75.537,120.41,0.34358,80.192,48.701,2625.7,25.258,50.327,3097.3,23.77,65.577,226.54,339.0,94.899,77.32,32.021,8.8286,26.409,6.9275,19.12,1.6823,32.894,13.9,23.652,1.302,19.338,2.2896,4.7723,2.3353,0.023172,0.84849,0.1017,53.359,43.626,62.768,53.88,24.14,61.667,21.609,41.401,34.277,47.29,46.407,40.705,16.224
0,155,337,0.20518,3644.4,4483.7,9.3213,27.009,42.399,2705.4,74.051,120.4,0.32112,80.006,49.678,2633.4,25.892,51.166,3100.7,23.454,65.789,232.29,342.68,94.622,77.359,32.126,8.6746,26.332,6.8096,18.576,1.6317,33.427,13.874,24.089,1.0327,18.63,2.247,4.8306,2.2899,0.027133,0.83453,0.10053,53.541,43.961,62.052,53.908,19.913,60.111,22.607,38.344,37.153,49.232,47.873,40.713,16.859
0,125,81,0.22123,3632.8,4526.8,9.4444,26.504,42.468,2715.5,75.524,120.4,0.34882,80.111,47.986,2644.8,23.35,48.691,3110.9,23.79,66.115,240.01,343.13,94.597,77.499,32.205,8.7692,26.694,6.894,18.044,1.6398,33.189,13.747,24.278,1.1155,18.042,2.2749,4.9688,2.3576,0.014467,0.81295,0.1044,53.77,43.504,62.178,54.038,21.491,59.944,22.771,41.506,32.173,43.505,49.865,41.249,16.062
0,86,480,0.21787,3651.6,4504.0,9.4686,26.863,42.631,2709.2,75.035,120.42,0.33416,80.013,49.327,2638.2,25.507,51.418,3105.4,23.052,66.511,255.87,343.05,94.45,77.603,32.53,8.784,26.855,6.7322,18.666,1.6455,33.176,13.848,23.502,1.2839,18.327,2.3138,4.793,2.325,0.016168,0.82317,0.11228,54.393,43.85,64.008,53.588,21.205,60.61,22.701,38.635,36.119,49.816,54.26,42.299,17.836
0,266,196,0.22734,3665.3,4536.3,9.2563,27.081,42.189,2706.5,75.089,120.41,0.34777,80.393,50.222,2636.4,26.548,50.156,3101.3,22.303,65.889,235.82,342.02,94.535,77.522,32.271,8.901,26.547,7.2054,18.931,1.6331,33.489,13.907,24.072,1.2622,18.458,2.2885,4.8142,2.2792,0.028612,0.85244,0.10386,53.068,44.963,62.916,53.909,22.132,60.376,22.856,40.596,38.754,46.896,48.439,42.01,19.686
0,400,4,0.24885,3672.8,4509.0,9.3297,26.771,42.473,2704.0,74.975,120.4,0.33921,79.939,49.343,2631.8,23.821,49.613,3101.3,23.645,65.678,229.28,341.56,94.666,77.184,32.289,9.0848,26.692,7.1177,19.05,1.6594,32.813,13.872,23.898,1.2915,18.668,2.2153,4.7423,2.278,0.017866,0.8357,0.098577,53.724,43.828,62.901,53.983,24.816,58.972,21.956,39.807,36.167,45.639,47.538,40.885,16.485
0,492,105,0.25042,3592.1,4503.8,9.3625,26.765,42.29,2713.4,74.484,120.4,0.35722,80.154,51.056,2642.2,23.591,49.365,3110.8,22.994,65.657,226.81,341.39,94.73,77.554,32.252,8.8584,26.684,6.8147,19.0,1.6682,32.736,13.81,24.12,1.1086,18.321,2.2448,4.7655,2.3128,0.0098378,0.83015,0.10388,52.927,42.964,61.913,54.561,24.483,61.315,22.289,42.906,41.209,45.065,47.232,41.309,18.024
0,123,280,0.27203,3660.0,4564.0,9.394,26.959,42.231,2702.2,74.5,120.39,0.33377,80.316,49.443,2631.2,23.12,51.321,3103.6,23.054,65.827,229.74,339.16,94.557,77.072,31.956,9.0363,26.419,6.9827,18.532,1.6614,32.809,13.862,24.332,1.3063,18.734,2.2705,4.7873,2.3023,0.01199,0.82795,0.10262,54.351,43.74,63.17,53.509,26.535,60.474,21.648,40.218,36.462,49.591,48.022,40.997,17.879
0,203,393,0.20751,3754.3,4515.3,9.4867,26.69,41.973,2707.5,74.681,120.41,0.34417,79.947,50.552,2636.7,26.543,47.587,3104.3,22.834,65.841,234.03,342.84,94.462,77.247,32.402,8.9133,26.72,6.8571,18.659,1.6274,32.954,13.798,24.466,1.2352,18.857,2.2825,4.8736,2.305,0.017247,0.81455,0.10038,53.114,43.874,63.301,54.269,20.291,60.321,22.514,41.031,39.723,40.95,47.891,40.853,18.308
0,164,207,0.23321,3668.1,4554.4,9.4102,26.996,42.26,2706.9,75.512,120.38,0.34227,80.06,49.109,2635.8,26.269,51.312,3103.7,23.245,66.58,249.55,342.85,94.565,77.281,32.034,8.9021,26.495,7.0943,18.109,1.6551,32.825,13.671,23.575,1.264,18.964,2.3225,5.0163,2.2849,0.0061051,0.80282,0.090811,53.729,43.47,62.243,54.253,22.842,64.541,22.618,40.849,35.479,49.57,52.568,41.166,17.334
0,129,129,0.27693,3708.7,4437.2,9.4112,27.004,42.02,2712.5,74.767,120.39,0.33469,79.505,50.806,2640.6,26.574,50.535,3107.8,22.752,65.094,221.92,342.66,94.635,77.307,32.468,8.9582,26.803,6.8151,18.567,1.6819,32.796,13.904,23.658,1.2448,18.416,2.281,4.7861,2.2762,0.014131,0.81291,0.10694,53.107,44.019,63.293,53.755,27.073,61.211,22.598,39.849,40.472,47.771,44.726,40.951,18.619
0,464,201,0.2231,3712.0,4586.2,9.296,26.906,42.37,2714.2,75.038,120.43,0.32316,79.755,49.609,2644.2,24.664,50.812,3108.8,22.533,66.054,239.33,344.48,94.359,76.988,32.367,8.7898,26.812,6.8423,18.746,1.6623,32.991,13.839,24.416,1.1918,17.991,2.2857,4.8427,2.2727,0.015119,0.83072,0.12263,54.166,42.519,62.832,54.543,22.158,61.344,22.938,38.497,36.95,48.414,50.108,41.957,19.105
0,352,188,0.20393,3629.1,4551.4,9.3348,26.875,42.188,2702.9,75.021,120.41,0.37102,80.248,51.316,2632.1,24.802,49.845,3098.6,23.651,66.669,254.01,342.3,94.544,77.377,32.605,9.0058,26.068,6.7699,18.797,1.6322,32.969,13.667,23.619,1.1603,18.347,2.2531,4.9036,2.3403,0.0097756,0.82606,0.11464,53.044,43.66,63.427,54.399,19.961,63.072,22.539,43.297,41.972,46.176,53.749,41.564,16.39
0,425,172,0.20077,3637.1,4546.5,9.3598,27.059,42.497,2714.5,75.136,120.41,0.32026,79.829,49.042,2644.2,23.982,49.409,3109.7,23.718,65.354,226.38,342.61,94.604,77.292,32.236,8.7307,26.394,6.8917,18.277,1.6731,32.984,13.831,24.795,1.2184,18.517,2.2417,4.8742,2.2168,0.011183,0.86065,0.08124,52.781,44.214,63.497,53.796,19.445,60.967,22.763,38.017,35.281,45.165,46.739,41.707,16.298
